"class" "cap-color" "habitat" "ring-number" "odor"
"592" "edible" "gray" "grasses" "one" "none"
"593" "edible" "yellow" "grasses" "one" "anise"
"594" "poison" "white" "grasses" "one" "pungent"
"595" "edible" "yellow" "meadows" "one" "almond"
"596" "poison" "brown" "urban" "one" "pungent"
"597" "edible" "yellow" "meadows" "one" "anise"
"598" "edible" "white" "meadows" "one" "anise"
"599" "poison" "white" "grasses" "one" "pungent"
"600" "poison" "brown" "urban" "one" "pungent"
"601" "edible" "gray" "grasses" "one" "none"
"602" "edible" "brown" "grasses" "one" "anise"
"603" "edible" "white" "grasses" "one" "none"
"604" "edible" "brown" "paths" "one" "anise"
"605" "edible" "white" "meadows" "one" "anise"
"606" "edible" "white" "grasses" "one" "almond"
"607" "edible" "gray" "grasses" "one" "none"
"608" "edible" "brown" "grasses" "one" "almond"
"609" "edible" "white" "meadows" "one" "anise"
"610" "edible" "gray" "urban" "one" "none"
"611" "edible" "brown" "grasses" "one" "none"
"612" "edible" "gray" "grasses" "one" "none"
"613" "edible" "white" "grasses" "one" "none"
"614" "poison" "white" "urban" "one" "pungent"
"615" "edible" "yellow" "grasses" "one" "anise"
"616" "edible" "white" "grasses" "one" "anise"
"617" "edible" "gray" "grasses" "one" "none"
"618" "edible" "white" "grasses" "one" "anise"
"619" "edible" "yellow" "meadows" "one" "almond"
"620" "edible" "gray" "urban" "one" "none"
"621" "edible" "yellow" "grasses" "one" "anise"
"622" "edible" "white" "grasses" "one" "anise"
"623" "edible" "white" "woods" "one" "anise"
"624" "edible" "yellow" "paths" "one" "almond"
"625" "edible" "gray" "urban" "one" "none"
"626" "edible" "white" "meadows" "one" "anise"
"627" "edible" "yellow" "woods" "one" "anise"
"628" "edible" "gray" "urban" "one" "none"
"629" "edible" "white" "grasses" "one" "almond"
"630" "edible" "white" "grasses" "one" "almond"
"631" "edible" "brown" "grasses" "one" "none"
"632" "edible" "yellow" "meadows" "one" "almond"
"633" "edible" "brown" "woods" "one" "none"
"634" "edible" "brown" "grasses" "one" "anise"
"635" "edible" "brown" "grasses" "one" "almond"
"636" "edible" "yellow" "meadows" "one" "almond"
"637" "edible" "yellow" "grasses" "one" "almond"
"638" "edible" "yellow" "meadows" "one" "anise"
"639" "edible" "brown" "grasses" "one" "none"
"640" "edible" "white" "meadows" "one" "almond"
"641" "edible" "yellow" "meadows" "one" "anise"
"642" "edible" "brown" "grasses" "one" "almond"
"643" "edible" "brown" "paths" "one" "anise"
"644" "edible" "brown" "grasses" "one" "almond"
"645" "edible" "yellow" "paths" "one" "anise"
"646" "edible" "yellow" "woods" "one" "anise"
"647" "edible" "white" "meadows" "one" "almond"
"648" "edible" "white" "meadows" "one" "anise"
"649" "edible" "yellow" "grasses" "one" "almond"
"650" "edible" "white" "woods" "one" "anise"
"651" "edible" "yellow" "grasses" "one" "almond"
"652" "edible" "yellow" "meadows" "one" "anise"
"653" "edible" "yellow" "grasses" "one" "almond"
"654" "poison" "brown" "grasses" "one" "pungent"
"655" "poison" "white" "urban" "one" "pungent"
"656" "edible" "yellow" "grasses" "one" "anise"
"657" "edible" "white" "grasses" "one" "none"
"658" "edible" "yellow" "grasses" "one" "almond"
"659" "edible" "yellow" "paths" "one" "anise"
"660" "edible" "gray" "urban" "one" "none"
"661" "edible" "white" "grasses" "one" "almond"
"662" "edible" "white" "meadows" "one" "anise"
"663" "poison" "brown" "grasses" "one" "pungent"
"664" "poison" "brown" "grasses" "one" "pungent"
"665" "edible" "white" "grasses" "one" "anise"
"666" "edible" "yellow" "meadows" "one" "almond"
"667" "edible" "brown" "grasses" "one" "almond"
"668" "edible" "yellow" "grasses" "one" "anise"
"669" "edible" "yellow" "paths" "one" "anise"
"670" "edible" "white" "grasses" "one" "almond"
"671" "edible" "yellow" "grasses" "one" "almond"
"672" "edible" "brown" "urban" "one" "none"
"673" "edible" "brown" "grasses" "one" "none"
"674" "edible" "yellow" "woods" "one" "anise"
"675" "edible" "yellow" "paths" "one" "anise"
"676" "edible" "brown" "urban" "one" "none"
"677" "edible" "gray" "urban" "one" "none"
"678" "edible" "brown" "grasses" "one" "anise"
"679" "edible" "yellow" "paths" "one" "anise"
"680" "edible" "white" "meadows" "one" "almond"
"681" "edible" "white" "woods" "one" "anise"
"682" "edible" "white" "meadows" "one" "almond"
"683" "edible" "yellow" "woods" "one" "almond"
"684" "edible" "yellow" "grasses" "one" "almond"
"685" "edible" "brown" "woods" "one" "none"
"686" "edible" "white" "meadows" "one" "almond"
"687" "edible" "gray" "urban" "one" "none"
"688" "edible" "white" "meadows" "one" "almond"
"689" "edible" "yellow" "meadows" "one" "anise"
"690" "edible" "white" "grasses" "one" "almond"
"691" "edible" "yellow" "grasses" "one" "almond"
"692" "edible" "white" "grasses" "one" "anise"
"693" "edible" "brown" "paths" "one" "almond"
"694" "edible" "gray" "grasses" "one" "none"
"695" "poison" "brown" "grasses" "one" "pungent"
"696" "edible" "white" "grasses" "one" "almond"
"697" "edible" "yellow" "meadows" "one" "almond"
"698" "poison" "brown" "grasses" "one" "pungent"
"699" "poison" "brown" "urban" "one" "pungent"
"700" "edible" "brown" "grasses" "one" "none"
"701" "poison" "brown" "grasses" "one" "pungent"
"702" "edible" "gray" "grasses" "one" "none"
"703" "edible" "yellow" "paths" "one" "anise"
"704" "edible" "white" "meadows" "one" "anise"
"705" "edible" "yellow" "paths" "one" "anise"
"706" "edible" "yellow" "paths" "one" "anise"
"707" "edible" "yellow" "meadows" "one" "anise"
"708" "edible" "brown" "urban" "one" "none"
"709" "edible" "white" "meadows" "one" "almond"
"710" "edible" "yellow" "meadows" "one" "almond"
"711" "edible" "yellow" "paths" "one" "almond"
"712" "edible" "brown" "grasses" "one" "none"
"713" "edible" "white" "meadows" "one" "anise"
"714" "edible" "yellow" "grasses" "one" "anise"
"715" "edible" "yellow" "grasses" "one" "anise"
"716" "edible" "yellow" "meadows" "one" "almond"
"717" "edible" "white" "meadows" "one" "anise"
"718" "edible" "yellow" "paths" "one" "almond"
"719" "edible" "brown" "grasses" "one" "almond"
"720" "edible" "brown" "urban" "one" "none"
"721" "edible" "brown" "grasses" "one" "almond"
"722" "edible" "white" "grasses" "one" "almond"
"723" "edible" "yellow" "woods" "one" "anise"
"724" "edible" "brown" "grasses" "one" "none"
"725" "edible" "yellow" "grasses" "one" "almond"
"726" "poison" "brown" "grasses" "one" "pungent"
"727" "edible" "white" "grasses" "one" "anise"
"728" "edible" "white" "grasses" "one" "none"
"729" "edible" "white" "meadows" "one" "almond"
"730" "edible" "white" "meadows" "one" "anise"
"731" "edible" "yellow" "grasses" "one" "anise"
"732" "edible" "brown" "grasses" "one" "none"
"733" "poison" "white" "grasses" "one" "pungent"
"734" "poison" "white" "urban" "one" "pungent"
"735" "edible" "white" "grasses" "one" "anise"
"736" "edible" "white" "grasses" "one" "almond"
"737" "edible" "white" "woods" "one" "almond"
"738" "poison" "white" "urban" "one" "pungent"
"739" "edible" "white" "grasses" "one" "anise"
"740" "edible" "gray" "urban" "one" "none"
"741" "edible" "brown" "urban" "one" "none"
"742" "edible" "white" "meadows" "one" "almond"
"743" "edible" "brown" "grasses" "one" "almond"
"744" "edible" "white" "meadows" "one" "almond"
"745" "edible" "yellow" "paths" "one" "anise"
"746" "edible" "white" "grasses" "one" "anise"
"747" "edible" "white" "grasses" "one" "anise"
"748" "edible" "white" "meadows" "one" "almond"
"749" "poison" "brown" "urban" "one" "pungent"
"750" "edible" "yellow" "woods" "one" "almond"
"751" "edible" "brown" "paths" "one" "almond"
"752" "edible" "yellow" "grasses" "one" "anise"
"753" "edible" "white" "woods" "one" "almond"
"754" "edible" "yellow" "grasses" "one" "anise"
"755" "edible" "yellow" "meadows" "one" "almond"
"756" "edible" "yellow" "grasses" "one" "almond"
"757" "edible" "yellow" "grasses" "one" "anise"
"758" "edible" "white" "grasses" "one" "none"
"759" "edible" "yellow" "meadows" "one" "almond"
"760" "edible" "brown" "paths" "one" "almond"
"761" "edible" "white" "grasses" "one" "anise"
"762" "edible" "brown" "grasses" "one" "anise"
"763" "edible" "white" "grasses" "one" "anise"
"764" "edible" "brown" "urban" "one" "none"
"765" "edible" "brown" "paths" "one" "anise"
"766" "edible" "gray" "grasses" "one" "none"
"767" "edible" "white" "woods" "one" "anise"
"768" "edible" "brown" "urban" "one" "none"
"769" "edible" "yellow" "meadows" "one" "almond"
"770" "edible" "white" "meadows" "one" "almond"
"771" "edible" "white" "grasses" "one" "almond"
"772" "edible" "yellow" "meadows" "one" "anise"
"773" "edible" "yellow" "meadows" "one" "almond"
"774" "edible" "yellow" "woods" "one" "almond"
"775" "edible" "gray" "grasses" "one" "none"
"776" "edible" "yellow" "grasses" "one" "almond"
"777" "poison" "brown" "urban" "one" "pungent"
"778" "edible" "brown" "grasses" "one" "almond"
"779" "edible" "yellow" "grasses" "one" "anise"
"780" "edible" "white" "meadows" "one" "anise"
"781" "edible" "yellow" "meadows" "one" "almond"
"782" "edible" "brown" "urban" "one" "none"
"783" "edible" "yellow" "meadows" "one" "anise"
"784" "edible" "white" "meadows" "one" "anise"
"785" "edible" "white" "grasses" "one" "almond"
"786" "poison" "brown" "grasses" "one" "pungent"
"787" "edible" "brown" "urban" "one" "none"
"788" "edible" "yellow" "grasses" "one" "anise"
"789" "poison" "brown" "grasses" "one" "pungent"
"790" "edible" "yellow" "paths" "one" "anise"
"791" "edible" "yellow" "grasses" "one" "anise"
"792" "edible" "brown" "paths" "one" "anise"
"793" "edible" "white" "grasses" "one" "almond"
"794" "edible" "yellow" "grasses" "one" "almond"
"795" "poison" "brown" "grasses" "one" "pungent"
"796" "poison" "brown" "urban" "one" "pungent"
"797" "edible" "yellow" "grasses" "one" "anise"
"798" "edible" "white" "grasses" "one" "none"
"799" "poison" "white" "grasses" "one" "pungent"
"800" "edible" "brown" "paths" "one" "anise"
"801" "edible" "white" "meadows" "one" "almond"
"802" "edible" "yellow" "grasses" "one" "almond"
"803" "poison" "brown" "urban" "one" "pungent"
"804" "edible" "yellow" "grasses" "one" "anise"
"805" "edible" "white" "grasses" "one" "almond"
"806" "edible" "yellow" "grasses" "one" "anise"
"807" "edible" "white" "grasses" "one" "almond"
"808" "edible" "yellow" "grasses" "one" "almond"
"809" "edible" "yellow" "meadows" "one" "anise"
"810" "edible" "yellow" "woods" "one" "anise"
"811" "edible" "yellow" "meadows" "one" "almond"
"812" "edible" "yellow" "meadows" "one" "almond"
"813" "poison" "white" "urban" "one" "pungent"
"814" "poison" "white" "grasses" "one" "pungent"
"815" "poison" "brown" "urban" "one" "pungent"
"816" "edible" "white" "meadows" "one" "almond"
"817" "edible" "brown" "grasses" "one" "almond"
"818" "edible" "yellow" "grasses" "one" "almond"
"819" "edible" "white" "woods" "one" "almond"
"820" "edible" "white" "grasses" "one" "anise"
"821" "edible" "yellow" "meadows" "one" "anise"
"822" "edible" "gray" "urban" "one" "none"
"823" "edible" "yellow" "meadows" "one" "almond"
"824" "edible" "white" "grasses" "one" "anise"
"825" "edible" "brown" "paths" "one" "almond"
"826" "edible" "yellow" "meadows" "one" "anise"
"827" "edible" "white" "woods" "one" "anise"
"828" "edible" "white" "woods" "one" "almond"
"829" "edible" "white" "meadows" "one" "anise"
"830" "edible" "yellow" "woods" "one" "anise"
"831" "edible" "gray" "urban" "one" "none"
"832" "edible" "yellow" "woods" "one" "almond"
"833" "edible" "brown" "grasses" "one" "anise"
"834" "edible" "yellow" "grasses" "one" "anise"
"835" "edible" "yellow" "paths" "one" "anise"
"836" "poison" "brown" "grasses" "one" "pungent"
"837" "edible" "yellow" "meadows" "one" "anise"
"838" "poison" "white" "urban" "one" "pungent"
"839" "edible" "yellow" "grasses" "one" "almond"
"840" "edible" "white" "grasses" "one" "almond"
"841" "edible" "yellow" "woods" "one" "almond"
"842" "poison" "brown" "grasses" "one" "pungent"
"843" "edible" "white" "grasses" "one" "almond"
"844" "edible" "gray" "urban" "one" "none"
"845" "edible" "yellow" "grasses" "one" "almond"
"846" "edible" "gray" "grasses" "one" "none"
"847" "edible" "yellow" "meadows" "one" "almond"
"848" "edible" "white" "grasses" "one" "anise"
"849" "edible" "yellow" "meadows" "one" "anise"
"850" "edible" "white" "woods" "one" "anise"
"851" "edible" "white" "grasses" "one" "anise"
"852" "edible" "brown" "grasses" "one" "almond"
"853" "edible" "gray" "urban" "one" "none"
"854" "edible" "white" "grasses" "one" "none"
"855" "edible" "brown" "urban" "one" "none"
"856" "edible" "brown" "paths" "one" "anise"
"857" "edible" "yellow" "woods" "one" "anise"
"858" "edible" "yellow" "grasses" "one" "almond"
"859" "edible" "yellow" "meadows" "one" "almond"
"860" "poison" "brown" "grasses" "one" "pungent"
"861" "edible" "brown" "paths" "one" "anise"
"862" "edible" "yellow" "grasses" "one" "almond"
"863" "edible" "yellow" "grasses" "one" "almond"
"864" "edible" "white" "grasses" "one" "almond"
"865" "edible" "yellow" "meadows" "one" "almond"
"866" "edible" "yellow" "grasses" "one" "anise"
"867" "edible" "brown" "urban" "one" "none"
"868" "edible" "yellow" "paths" "one" "anise"
"869" "edible" "gray" "urban" "one" "none"
"870" "edible" "yellow" "grasses" "one" "anise"
"871" "edible" "brown" "paths" "one" "almond"
"872" "edible" "yellow" "grasses" "one" "anise"
"873" "edible" "yellow" "meadows" "one" "almond"
"874" "edible" "brown" "woods" "one" "none"
"875" "edible" "white" "meadows" "one" "almond"
"876" "edible" "yellow" "paths" "one" "anise"
"877" "edible" "white" "meadows" "one" "almond"
"878" "edible" "white" "grasses" "one" "anise"
"879" "edible" "yellow" "grasses" "one" "anise"
"880" "edible" "yellow" "grasses" "one" "anise"
"881" "edible" "white" "woods" "one" "almond"
"882" "edible" "gray" "grasses" "one" "none"
"883" "edible" "white" "grasses" "one" "almond"
"884" "edible" "white" "grasses" "one" "anise"
"885" "edible" "yellow" "grasses" "one" "anise"
"886" "edible" "white" "woods" "one" "almond"
"887" "edible" "yellow" "grasses" "one" "almond"
"888" "edible" "yellow" "grasses" "one" "almond"
"889" "edible" "yellow" "paths" "one" "almond"
"890" "edible" "yellow" "grasses" "one" "anise"
"891" "edible" "brown" "woods" "one" "none"
"892" "edible" "yellow" "grasses" "one" "anise"
"893" "edible" "white" "grasses" "one" "almond"
"894" "edible" "yellow" "meadows" "one" "almond"
"895" "edible" "yellow" "meadows" "one" "anise"
"896" "edible" "brown" "grasses" "one" "anise"
"897" "edible" "yellow" "grasses" "one" "almond"
"898" "edible" "white" "meadows" "one" "anise"
"899" "edible" "white" "meadows" "one" "anise"
"900" "edible" "yellow" "grasses" "one" "anise"
"901" "edible" "yellow" "paths" "one" "anise"
"902" "edible" "white" "grasses" "one" "none"
"903" "edible" "brown" "grasses" "one" "none"
"904" "edible" "white" "grasses" "one" "none"
"905" "edible" "yellow" "meadows" "one" "anise"
"906" "edible" "white" "grasses" "one" "none"
"907" "poison" "brown" "grasses" "one" "pungent"
"908" "edible" "gray" "grasses" "one" "none"
"909" "poison" "brown" "urban" "one" "pungent"
"910" "poison" "brown" "grasses" "one" "pungent"
"911" "edible" "white" "grasses" "one" "anise"
"912" "edible" "gray" "grasses" "one" "none"
"913" "edible" "white" "grasses" "one" "anise"
"914" "edible" "gray" "grasses" "one" "none"
"915" "edible" "gray" "grasses" "one" "none"
"916" "edible" "white" "grasses" "one" "almond"
"917" "edible" "white" "meadows" "one" "anise"
"918" "edible" "gray" "woods" "one" "none"
"919" "edible" "brown" "grasses" "one" "none"
"920" "edible" "white" "grasses" "one" "none"
"921" "edible" "brown" "grasses" "one" "none"
"922" "edible" "brown" "grasses" "one" "none"
"923" "edible" "yellow" "grasses" "one" "anise"
"924" "edible" "yellow" "woods" "one" "anise"
"925" "edible" "white" "grasses" "one" "none"
"926" "edible" "brown" "grasses" "one" "none"
"927" "edible" "gray" "grasses" "one" "none"
"928" "poison" "brown" "urban" "one" "pungent"
"929" "edible" "gray" "urban" "one" "none"
"930" "edible" "white" "meadows" "one" "almond"
"931" "edible" "gray" "grasses" "one" "none"
"932" "edible" "gray" "grasses" "one" "none"
"933" "poison" "brown" "grasses" "one" "pungent"
"934" "edible" "yellow" "grasses" "one" "anise"
"935" "edible" "brown" "urban" "one" "none"
"936" "edible" "white" "grasses" "one" "none"
"937" "edible" "yellow" "meadows" "one" "almond"
"938" "edible" "brown" "grasses" "one" "none"
"939" "edible" "gray" "grasses" "one" "none"
"940" "edible" "red" "woods" "one" "none"
"941" "edible" "yellow" "grasses" "one" "almond"
"942" "edible" "white" "grasses" "one" "none"
"943" "poison" "white" "grasses" "one" "pungent"
"944" "edible" "gray" "grasses" "one" "none"
"945" "edible" "gray" "woods" "one" "none"
"946" "edible" "brown" "grasses" "one" "none"
"947" "edible" "white" "grasses" "one" "none"
"948" "edible" "white" "grasses" "one" "anise"
"949" "edible" "brown" "grasses" "one" "none"
"950" "poison" "brown" "urban" "one" "pungent"
"951" "poison" "white" "urban" "one" "pungent"
"952" "edible" "yellow" "grasses" "one" "anise"
"953" "edible" "gray" "grasses" "one" "none"
"954" "edible" "gray" "grasses" "one" "none"
"955" "edible" "brown" "grasses" "one" "none"
"956" "edible" "white" "meadows" "one" "anise"
"957" "poison" "white" "urban" "one" "pungent"
"958" "edible" "brown" "woods" "one" "none"
"959" "edible" "white" "woods" "one" "anise"
"960" "edible" "yellow" "meadows" "one" "anise"
